Homo sapiens	FAM117B	150864
Canis lupus familiaris	FAM117B	609222
Mus musculus	Fam117b	72750
Canis lupus familiaris	FAM118A	481208
Homo sapiens	FAM118A	55007
Mus musculus	Fam118a	73225
Mus musculus	Fam118b	109229
Canis lupus familiaris	FAM118B	489294
Homo sapiens	FAM118B	79607
Mus musculus	Fam120a	218236
Homo sapiens	FAM120A	23196
Canis lupus familiaris	FAM120A	610549
Homo sapiens	FAM120AOS	158293
Canis lupus familiaris	FAM120B	612641
Mus musculus	Fam120b	67544
Homo sapiens	FAM120B	84498
Canis lupus familiaris	FAM120C	100688533
Mus musculus	Fam120c	207375
Homo sapiens	FAM120C	54954
Canis lupus familiaris	FAM124A	100684344
Homo sapiens	FAM124A	220108
Mus musculus	Fam124a	629059
Mus musculus	Fam124b	241128
Canis lupus familiaris	FAM124B	486144
Homo sapiens	FAM124B	79843
Canis lupus familiaris	FAM126A	475254
Mus musculus	Fam126a	84652
Homo sapiens	FAM126A	84668
Mus musculus	Fam126b	213056
Homo sapiens	FAM126B	285172
Canis lupus familiaris	FAM126B	488469
Homo sapiens	FAM131A	131408
Canis lupus familiaris	FAM131A	607236
Mus musculus	Fam131a	78408
Canis lupus familiaris	FAM131B	608789
Mus musculus	Fam131b	76156
Homo sapiens	FAM131B	9715
Mus musculus	Fam131c	277743
Homo sapiens	FAM131C	348487
Canis lupus familiaris	FAM131C	607065
Homo sapiens	FAM133A	286499
Canis lupus familiaris	FAM133A	608953
Homo sapiens	FAM133B	257415
Canis lupus familiaris	LOC609902	609902
Mus musculus	Fam133b	68152
Canis lupus familiaris	FAM135A	474960
Homo sapiens	FAM135A	57579
Mus musculus	Fam135a	68187
Canis lupus familiaris	FAM135B	482054
Homo sapiens	FAM135B	51059
Mus musculus	Fam135b	70363
Canis lupus familiaris	FAM136A	612657
Mus musculus	Fam136a	66488
Homo sapiens	FAM136A	84908
Homo sapiens	FAM13A	10144
Canis lupus familiaris	FAM13A	487854
Mus musculus	Fam13a	58909
Canis lupus familiaris	FAM13B	100855720
Mus musculus	Fam13b	225358
Homo sapiens	FAM13B	51306
Homo sapiens	FAM13C	220965
Canis lupus familiaris	FAM13C	488991
Mus musculus	Fam13c	71721
Mus musculus	Fam149a	212326
Homo sapiens	FAM149A	25854
Canis lupus familiaris	FAM149A	475625
Mus musculus	Fam149b	105428
Homo sapiens	FAM149B1	317662
Canis lupus familiaris	FAM149B1	609882
Mus musculus	Fam151a	230579
Homo sapiens	FAM151A	338094
Canis lupus familiaris	FAM151A	489575
Homo sapiens	FAM151B	167555
Canis lupus familiaris	FAM151B	479166
Mus musculus	Fam151b	73942
Homo sapiens	FAM153A	285596
Homo sapiens	FAM153B	202134
Canis lupus familiaris	NALF1	100688758
Mus musculus	Fam155a	270028
Homo sapiens	NALF1	728215
Homo sapiens	NALF2	27112
Canis lupus familiaris	NALF2	607468
Mus musculus	Tmem28	620592
Homo sapiens	FAM156A	29057
Canis lupus familiaris	FAM156A	607305
Homo sapiens	FAM156B	727866
Canis lupus familiaris	FAM161A	100855510
Mus musculus	Fam161a	73873
Homo sapiens	FAM161A	84140
Homo sapiens	FAM161B	145483
Mus musculus	Fam161b	217705
Canis lupus familiaris	FAM161B	490777
Homo sapiens	FAM162A	26355
Canis lupus familiaris	FAM162A	478584
Mus musculus	Fam162a	70186
Homo sapiens	FAM162B	221303
Canis lupus familiaris	FAM162B	612544
Mus musculus	Fam162b	77296
Homo sapiens	FAM163A	148753
Mus musculus	Fam163a	329274
Canis lupus familiaris	FAM163A	610860
Canis lupus familiaris	FAM163B	100855739
Mus musculus	Fam163b	109349
Homo sapiens	FAM163B	642968
Homo sapiens	FAM166A	401565
Canis lupus familiaris	FAM166A	480665
Mus musculus	Fam166a	68222
Mus musculus	Fam166b	329831
Canis lupus familiaris	FAM166B	481594
Homo sapiens	FAM166B	730112
Homo sapiens	FAM166C	339778
Canis lupus familiaris	FAM166C	475691
Mus musculus	Fam166c	75434
Mus musculus	Fam167a	219148
Canis lupus familiaris	FAM167A	607855
Homo sapiens	FAM167A	83648
Mus musculus	Fam167b	230766
Canis lupus familiaris	FAM167B	611831
Homo sapiens	FAM167B	84734
Homo sapiens	FAM168A	23201
Mus musculus	Fam168a	319604
Canis lupus familiaris	FAM168A	609451
Homo sapiens	FAM168B	130074
Mus musculus	Fam168b	214469
Canis lupus familiaris	FAM168B	483857
Homo sapiens	FAM169A	26049
Mus musculus	Fam169a	320557
Canis lupus familiaris	FAM169A	487248
Mus musculus	Fam170a	225497
Homo sapiens	FAM170A	340069
Canis lupus familiaris	FAM170B	102153845
Mus musculus	Fam170b	105511
Homo sapiens	FAM170B	170370
Homo sapiens	FAM171A1	221061
Mus musculus	Fam171a1	269233
Canis lupus familiaris	FAM171A1	607108
Mus musculus	Fam171a2	217219
Homo sapiens	FAM171A2	284069
Canis lupus familiaris	FAM171A2	612752
Homo sapiens	FAM171B	165215
Mus musculus	Fam171b	241520
Canis lupus familiaris	FAM171B	611224
Canis lupus familiaris	FAM172A	102157038
Mus musculus	Fam172a	68675
Homo sapiens	FAM172A	83989
Homo sapiens	FAM174A	345757
Canis lupus familiaris	FAM174A	608799
Mus musculus	Fam174a	67698
Mus musculus	Fam174b	100038347
Homo sapiens	FAM174B	400451
Canis lupus familiaris	FAM174B	608794
Canis lupus familiaris	FAM174C	119864791
Homo sapiens	FAM174C	55009
Mus musculus	Fam174c	69770
Mus musculus	Fam177a2	100101807
Canis lupus familiaris	FAM177A1	100686710
Homo sapiens	FAM177A1	283635
Mus musculus	Gm34287	102637494
Homo sapiens	FAM177B	400823
Canis lupus familiaris	FAM177B	478995
Mus musculus	Fam178b	381337
Homo sapiens	FAM178B	51252
Canis lupus familiaris	FAM178B	611701
Mus musculus	Fam180a	208164
Homo sapiens	FAM180A	389558
Canis lupus familiaris	FAM180A	610234
Canis lupus familiaris	FAM180B	100685781
Mus musculus	Gm32514	102635091
Homo sapiens	FAM180B	399888
Mus musculus	Fam181a	100504156
Canis lupus familiaris	FAM181A	612352
Homo sapiens	FAM181A	90050
Homo sapiens	FAM181B	220382
Mus musculus	Fam181b	58238
Canis lupus familiaris	FAM181B	608651
Canis lupus familiaris	FAM183A	100685382
Homo sapiens	FAM183A	440585
Mus musculus	Fam183b	75429
Canis lupus familiaris	FAM184A	476274
Mus musculus	Fam184a	75906
Homo sapiens	FAM184A	79632
Homo sapiens	FAM184B	27146
Canis lupus familiaris	FAM184B	479080
Mus musculus	Fam184b	58227
Homo sapiens	FAM185A	222234
Mus musculus	Fam185a	330050
Canis lupus familiaris	FAM185A	475901
Canis lupus familiaris	FAM186A	100684991
Homo sapiens	FAM186A	121006
Mus musculus	Fam186a	72277
Mus musculus	Fam186b	545136
Canis lupus familiaris	FAM186B	608771
Homo sapiens	FAM186B	84070
Homo sapiens	FAM187A	100528020
Canis lupus familiaris	FAM187A	102155117
Mus musculus	Fam187a	66784
Homo sapiens	FAM187B	148109
Canis lupus familiaris	FAM187B	612665
Mus musculus	Fam187b	76415
Canis lupus familiaris	FAM189A1	100684763
Homo sapiens	FAM189A1	23359
Mus musculus	Fam189a1	70638
Mus musculus	Fam189a2	381217
Canis lupus familiaris	FAM189A2	609015
Homo sapiens	FAM189A2	9413
Homo sapiens	FAM189B	10712
Canis lupus familiaris	FAM189B	490428
Mus musculus	Fam189b	68521
Mus musculus	Fam193a	231128
Canis lupus familiaris	FAM193A	610546
Homo sapiens	FAM193A	8603
Mus musculus	Fam193b	212483
Canis lupus familiaris	FAM193B	479273
Homo sapiens	FAM193B	54540
Homo sapiens	FAM199X	139231
Mus musculus	Fam199x	245622
Canis lupus familiaris	FAM199X	610122
Canis lupus familiaris	FAM200A	100687167
Homo sapiens	FAM200A	221786
Homo sapiens	FAM200B	285550
Canis lupus familiaris	BST1	488820
Canis lupus familiaris	FAM204A	477835
Homo sapiens	FAM204A	63877
Mus musculus	Fam204a	76539
Homo sapiens	FAM205A	259308
Mus musculus	Fam205a1	433698
Homo sapiens	FAM205C	100129969
Mus musculus	Fam205c	277773
Mus musculus	Fam207a	108707
Canis lupus familiaris	FAM207A	611610
Homo sapiens	FAM207A	85395
Homo sapiens	FAM209A	200232
Homo sapiens	FAM209B	388799
Mus musculus	Fam20a	208659
Canis lupus familiaris	FAM20A	480458
Homo sapiens	FAM20A	54757
Mus musculus	Fam20b	215015
Canis lupus familiaris	FAM20B	480053
Homo sapiens	FAM20B	9917
Canis lupus familiaris	FAM20C	491596
Homo sapiens	FAM20C	56975
Mus musculus	Fam20c	80752
Mus musculus	Fam210a	108654
Homo sapiens	FAM210A	125228
Canis lupus familiaris	FAM210A	476201
Homo sapiens	FAM210B	116151
Canis lupus familiaris	FAM210B	485939
Mus musculus	Fam210b	67017
Mus musculus	Fam214a	235493
Canis lupus familiaris	FAM214A	487557
Homo sapiens	FAM214A	56204
Mus musculus	Fam214b	230088
Canis lupus familiaris	FAM214B	474756
Homo sapiens	FAM214B	80256
Canis lupus familiaris	FAM216A	100855489
Homo sapiens	FAM216A	29902
Mus musculus	Fam216a	68948
Canis lupus familiaris	FAM216B	100682941
Homo sapiens	FAM216B	144809
Mus musculus	Fam216b	219170
Homo sapiens	FAM217A	222826
Canis lupus familiaris	FAM217A	478705
Mus musculus	Fam217a	71864
Canis lupus familiaris	FAM217B	612049
Homo sapiens	FAM217B	63939
Mus musculus	Fam217b	71532
Homo sapiens	FAM219A	203259
Canis lupus familiaris	FAM219A	474748
Mus musculus	Fam219a	71901
Homo sapiens	FAM219B	57184
Canis lupus familiaris	FAM219B	611580
Mus musculus	Fam219b	78323
Mus musculus	Fam220a	67238
Homo sapiens	FAM220A	84792
Mus musculus	Fam221a	231946
Homo sapiens	FAM221A	340277
Canis lupus familiaris	FAM221A	482361
Mus musculus	Fam221b	242408
Homo sapiens	FAM221B	392307
Canis lupus familiaris	FAM221B	474763
Canis lupus familiaris	FAM222A	111092523
Mus musculus	Fam222a	433940
Homo sapiens	FAM222A	84915
Mus musculus	Fam222b	216971
Homo sapiens	FAM222B	55731
Canis lupus familiaris	FAM222B	610626
Canis lupus familiaris	FAM227A	610126
Homo sapiens	FAM227A	646851
Mus musculus	Fam227a	75729
Canis lupus familiaris	FAM227B	100684995
Homo sapiens	FAM227B	196951
Mus musculus	Fam227b	75823
Homo sapiens	FAM228A	653140
Mus musculus	Fam228a	74855
Mus musculus	Fam228b	207921
Homo sapiens	FAM228B	375190
Homo sapiens	FAM229A	100128071
Canis lupus familiaris	FAM229A	100856656
Mus musculus	Fam229a	68233
Canis lupus familiaris	FAM229B	100683233
Homo sapiens	FAM229B	619208
Mus musculus	Fam229b	66337
Mus musculus	Fam234a	106581
Canis lupus familiaris	FAM234A	490100
Homo sapiens	FAM234A	83986
Canis lupus familiaris	FAM234B	486678
Homo sapiens	FAM234B	57613
Mus musculus	Fam234b	74525
Homo sapiens	FAM236B	100132304
Homo sapiens	FAM236C	109729126
Homo sapiens	FAM236D	105373251
Mus musculus	Gm39653	105243944
Canis lupus familiaris	FAM237A	106558319
Homo sapiens	FAM237A	200726
Canis lupus familiaris	FAM237B	102152435
Homo sapiens	FAM237B	107986818
Mus musculus	Gm8773	667705
Homo sapiens	FAM240A	100132146
Canis lupus familiaris	FAM240A	106560131
Mus musculus	Fam240a	235634
Canis lupus familiaris	FAM240B	106559338
Homo sapiens	FAM240B	110806297
Homo sapiens	FAM240C	285095
Homo sapiens	FAM241A	132720
Canis lupus familiaris	FAM241A	610658
Mus musculus	Fam241a	70617
Homo sapiens	FAM241B	219738
Canis lupus familiaris	FAM241B	479235
Mus musculus	Fam241b	69894
Homo sapiens	FAM243A	101928147
Canis lupus familiaris	FAM243A	102155325
Mus musculus	Fam243	75328
Homo sapiens	FAM24A	118670
Homo sapiens	FAM24B	196792
Canis lupus familiaris	FAM25A	102153325
Homo sapiens	FAM25A	643161
Mus musculus	Fam25c	69134
Homo sapiens	FAM25E	643479
Homo sapiens	FAM25G	100133093
Homo sapiens	FAM32A	26017
Canis lupus familiaris	FAM32A	480644
Mus musculus	Fam32a	67922
Canis lupus familiaris	FAM3A	119868558
Homo sapiens	FAM3A	60343
Mus musculus	Fam3a	66294
Canis lupus familiaris	FAM3B	478419
Mus musculus	Fam3b	52793
Homo sapiens	FAM3B	54097
Homo sapiens	FAM3C	10447
Mus musculus	Fam3c	27999
Canis lupus familiaris	FAM3C	612336
Canis lupus familiaris	FAM3D	100856692
Homo sapiens	FAM3D	131177
Mus musculus	Fam3d	18300
Canis lupus familiaris	FAM43A	102152951
Homo sapiens	FAM43A	131583
Mus musculus	Fam43a	224093
Canis lupus familiaris	FAM43B	119870451
Homo sapiens	FAM43B	163933
Mus musculus	Fam43b	625638
Homo sapiens	FAM47A	158724
Homo sapiens	FAM47B	170062
Homo sapiens	FAM47C	442444
Homo sapiens	FAM47E	100129583
Mus musculus	Fam47e	384198
Mus musculus	Fam50a	108160
Canis lupus familiaris	FAM50A	119868554
Homo sapiens	FAM50A	9130
Mus musculus	Fam50b	108161
Homo sapiens	FAM50B	26240
Homo sapiens	FAM53A	152877
Canis lupus familiaris	FAM53A	610722
Mus musculus	Fam53a	74504
Canis lupus familiaris	FAM53B	611311
Mus musculus	Fam53b	77938
Homo sapiens	FAM53B	9679
Homo sapiens	FAM53C	51307
Canis lupus familiaris	FAM53C	608692
Mus musculus	Fam53c	66306
Canis lupus familiaris	FAM71A	111089968
Homo sapiens	FAM71A	149647
Mus musculus	Fam71a	619288
Homo sapiens	FAM71B	153745
Mus musculus	Fam71b	432552
Canis lupus familiaris	FAM71B	612061
Canis lupus familiaris	FAM71C	102154565
Homo sapiens	FAM71C	196472
Homo sapiens	FAM71D	161142
Canis lupus familiaris	FAM71D	480359
Mus musculus	Fam71d	70897
Homo sapiens	FAM71E1	112703
Canis lupus familiaris	FAM71E1	476403
Mus musculus	Fam71e1	75538
Mus musculus	Fam71e2	243822
Homo sapiens	FAM71E2	284418
Canis lupus familiaris	FAM71E2	476380
Mus musculus	Fam71f1	330277
Canis lupus familiaris	FAM71F1	475202
Homo sapiens	FAM71F1	84691
Mus musculus	Fam71f2	245884
Homo sapiens	FAM71F2	346653
Canis lupus familiaris	FAM71F2	608767
Mus musculus	Fam72a	108900
Canis lupus familiaris	FAM72A	607371
Homo sapiens	FAM72A	729533
Homo sapiens	FAM76A	199870
Mus musculus	Fam76a	230789
Canis lupus familiaris	FAM76A	478169
Homo sapiens	FAM76B	143684
Canis lupus familiaris	FAM76B	485117
Mus musculus	Fam76b	72826
Mus musculus	Fam78a	241303
Homo sapiens	FAM78A	286336
Canis lupus familiaris	FAM78A	480692
Homo sapiens	FAM78B	149297
Mus musculus	Fam78b	226610
Canis lupus familiaris	FAM78B	608943
Homo sapiens	FAM81A	145773
Canis lupus familiaris	FAM81A	478326
Mus musculus	Fam81a	76886
Homo sapiens	FAM81B	153643
Mus musculus	Fam81b	238726
Canis lupus familiaris	FAM81B	488905
Mus musculus	Fam83a	239463
Canis lupus familiaris	FAM83A	609275
Homo sapiens	FAM83A	84985
Mus musculus	Fam83b	208994
Homo sapiens	FAM83B	222584
Canis lupus familiaris	FAM83B	481850
Homo sapiens	FAM83C	128876
Canis lupus familiaris	FAM83C	610119
Mus musculus	Fam83c	71405
Canis lupus familiaris	FAM83D	100683673
Mus musculus	Fam83d	71878
Homo sapiens	FAM83D	81610
Homo sapiens	FAM83E	54854
Canis lupus familiaris	FAM83E	612040
Mus musculus	Fam83e	73813
Homo sapiens	FAM83F	113828
Mus musculus	Fam83f	213956
Canis lupus familiaris	FAM83F	474500
Canis lupus familiaris	FAM83G	100682814
Homo sapiens	FAM83G	644815
Mus musculus	Fam83g	69640
Mus musculus	Fam83h	105732
Homo sapiens	FAM83H	286077
Canis lupus familiaris	FAM83H	482081
Homo sapiens	FAM89A	375061
Canis lupus familiaris	FAM89A	488974
Mus musculus	Fam89a	69627
Mus musculus	Fam89b	17826
Homo sapiens	FAM89B	23625
Canis lupus familiaris	FAM89B	483735
Homo sapiens	FAM8A1	51439
Canis lupus familiaris	FAM8A1	610483
Mus musculus	Fam8a1	97863
Homo sapiens	FAM90A1	55138
Homo sapiens	FAM90A26	100287045
Homo sapiens	FAM91A1	157769
Mus musculus	Fam91a1	210998
Canis lupus familiaris	FAM91A1	482035
Homo sapiens	FAM98A	25940
Canis lupus familiaris	FAM98A	475721
Mus musculus	Fam98a	72722
Homo sapiens	FAM98B	283742
Canis lupus familiaris	FAM98B	478254
Mus musculus	Fam98b	68215
Homo sapiens	FAM98C	147965
Canis lupus familiaris	FAM98C	484529
Mus musculus	Fam98c	73833
Homo sapiens	FAM9A	171482
Homo sapiens	FAM9B	171483
Homo sapiens	FAM9C	171484
Homo sapiens	FAN1	22909
Mus musculus	Fan1	330554
Canis lupus familiaris	FAN1	479017
Mus musculus	Fanca	14087
Homo sapiens	FANCA	2175
Canis lupus familiaris	FANCA	608713
Canis lupus familiaris	FANCB	100687493
Homo sapiens	FANCB	2187
Mus musculus	Fancb	237211
Mus musculus	Fancc	14088
Homo sapiens	FANCC	2176
Canis lupus familiaris	FANCC	607277
Mus musculus	Fancd2	211651
Homo sapiens	FANCD2	2177
Canis lupus familiaris	FANCD2	484659
Canis lupus familiaris	FANCD2OS	100683100
Homo sapiens	FANCD2OS	115795
Mus musculus	Fancd2os	70979
Canis lupus familiaris	FANCE	100856274
Homo sapiens	FANCE	2178
Mus musculus	Fance	72775
Mus musculus	Fancf	100040608
Canis lupus familiaris	FANCF	102152851
Homo sapiens	FANCF	2188
Homo sapiens	FANCG	2189
Mus musculus	Fancg	60534
Canis lupus familiaris	FANCG	611887
Canis lupus familiaris	FANCI	100856370
Mus musculus	Fanci	208836
Homo sapiens	FANCI	55215
Homo sapiens	FANCL	55120
Canis lupus familiaris	FANCL	612161
Mus musculus	Fancl	67030
Mus musculus	Fancm	104806
Canis lupus familiaris	FANCM	480307
Homo sapiens	FANCM	57697
Canis lupus familiaris	FANK1	611459
Mus musculus	Fank1	66930
Homo sapiens	FANK1	92565
Mus musculus	Fap	14089
Homo sapiens	FAP	2191
Canis lupus familiaris	FAP	608176
Canis lupus familiaris	FAR1	476863
Mus musculus	Far1	67420
Homo sapiens	FAR1	84188
Mus musculus	Far2	330450
Canis lupus familiaris	FAR2	477658
Homo sapiens	FAR2	55711
Homo sapiens	FARP1	10160
Mus musculus	Farp1	223254
Canis lupus familiaris	FARP1	476970
Mus musculus	Farp2	227377
Canis lupus familiaris	FARP2	486205
Homo sapiens	FARP2	9855
Homo sapiens	FARS2	10667
Canis lupus familiaris	FARS2	488204
Mus musculus	Fars2	69955
Homo sapiens	FARSA	2193
Canis lupus familiaris	FARSA	476695
Mus musculus	Farsa	66590
Homo sapiens	FARSB	10056
Mus musculus	Farsb	23874
Canis lupus familiaris	FARSB	478926
Mus musculus	Fas	14102
Homo sapiens	FAS	355
Canis lupus familiaris	FAS	486469
Mus musculus	Fasl	14103
Homo sapiens	FASLG	356
Canis lupus familiaris	FASLG	442968
Mus musculus	Fasn	14104
Homo sapiens	FASN	2194
Canis lupus familiaris	FASN	483378
Homo sapiens	FASTK	10922
Canis lupus familiaris	FASTK	482802
Mus musculus	Fastk	66587
Mus musculus	Fastkd1	320720
Canis lupus familiaris	FASTKD1	478785
Homo sapiens	FASTKD1	79675
Homo sapiens	FASTKD2	22868
Canis lupus familiaris	FASTKD2	478884
Mus musculus	Fastkd2	75619
Canis lupus familiaris	FASTKD3	488053
Mus musculus	Fastkd3	69577
Homo sapiens	FASTKD3	79072
Canis lupus familiaris	FASTKD5	106557474
Mus musculus	Fastkd5	380601
Homo sapiens	FASTKD5	60493
Mus musculus	Fat1	14107
Homo sapiens	FAT1	2195
Canis lupus familiaris	FAT1	475621
Homo sapiens	FAT2	2196
Mus musculus	Fat2	245827
Canis lupus familiaris	FAT2	479323
Homo sapiens	FAT3	120114
Mus musculus	Fat3	270120
Canis lupus familiaris	FAT3	476772
Mus musculus	Fat4	329628
Canis lupus familiaris	FAT4	483834
Homo sapiens	FAT4	79633
Canis lupus familiaris	FATE1	481076
Homo sapiens	FATE1	89885
Mus musculus	Fau	14109
Homo sapiens	FAU	2197
Canis lupus familiaris	FAU	483748
Canis lupus familiaris	FAXC	475003
Mus musculus	Faxc	76132
Homo sapiens	FAXC	84553
Homo sapiens	FAXDC2	10826
Canis lupus familiaris	FAXDC2	489163
Mus musculus	Gm12248	676527
Mus musculus	Fbf1	217335
Canis lupus familiaris	FBF1	483321
Homo sapiens	FBF1	85302
Canis lupus familiaris	FBH1	487142
Mus musculus	Fbh1	50755
Homo sapiens	FBH1	84893
Mus musculus	Fbl	14113
Homo sapiens	FBL	2091
Canis lupus familiaris	FBL	476460
Homo sapiens	FBLIM1	54751
Canis lupus familiaris	FBLIM1	608618
Mus musculus	Fblim1	74202
Mus musculus	Fbll1	237730
Homo sapiens	FBLL1	345630
Canis lupus familiaris	FBLL1	489134
Mus musculus	Fbln1	14114
Homo sapiens	FBLN1	2192
Canis lupus familiaris	FBLN1	474468
Mus musculus	Fbln2	14115
Homo sapiens	FBLN2	2199
Canis lupus familiaris	FBLN2	484634
Homo sapiens	FBLN5	10516
Mus musculus	Fbln5	23876
Canis lupus familiaris	FBLN5	480227
Homo sapiens	FBLN7	129804
Canis lupus familiaris	FBLN7	483062
Mus musculus	Fbln7	70370
Mus musculus	Fbn1	14118
Homo sapiens	FBN1	2200
Canis lupus familiaris	FBN1	478293
Mus musculus	Fbn2	14119
Homo sapiens	FBN2	2201
Canis lupus familiaris	FBN2	481491
Canis lupus familiaris	FBN3	485006
Homo sapiens	FBN3	84467
Mus musculus	Fbp1	14121
Homo sapiens	FBP1	2203
Canis lupus familiaris	FBP1	476299
Mus musculus	Fbp2	14120
Canis lupus familiaris	FBP2	476300
Homo sapiens	FBP2	8789
Mus musculus	Fbrs	14123
Canis lupus familiaris	FBRS	607426
Homo sapiens	FBRS	64319
Mus musculus	Fbrsl1	381668
Homo sapiens	FBRSL1	57666
Canis lupus familiaris	FBRSL1	609829
Mus musculus	Fbxl12	30843
Canis lupus familiaris	FBXL12	484965
Homo sapiens	FBXL12	54850
Homo sapiens	FBXL13	222235
Mus musculus	Fbxl13	320118
Canis lupus familiaris	FBXL13	609997
Mus musculus	Fbxl14	101358
Homo sapiens	FBXL14	144699
Canis lupus familiaris	FBXL14	486755
Canis lupus familiaris	FBXL15	100855612
Mus musculus	Fbxl15	68431
Homo sapiens	FBXL15	79176
Homo sapiens	FBXL16	146330
Mus musculus	Fbxl16	214931
Canis lupus familiaris	FBXL16	490090
Mus musculus	Fbxl17	50758
Canis lupus familiaris	FBXL17	608166
Homo sapiens	FBXL17	64839
Mus musculus	Fbxl18	231863
Canis lupus familiaris	FBXL18	489881
Homo sapiens	FBXL18	80028
Canis lupus familiaris	FBXL19	100856520
Mus musculus	Fbxl19	233902
Homo sapiens	FBXL19	54620
Canis lupus familiaris	FBXL20	612832
Mus musculus	Fbxl20	72194
Homo sapiens	FBXL20	84961
Homo sapiens	FBXL22	283807
Canis lupus familiaris	FBXL22	610651
Mus musculus	Fbxl22	74165
Homo sapiens	FBXL2	25827
Canis lupus familiaris	FBXL2	485573
Mus musculus	Fbxl2	72179
Homo sapiens	FBXL3	26224
Canis lupus familiaris	FBXL3	485499
Mus musculus	Fbxl3	50789
Homo sapiens	FBXL4	26235
Mus musculus	Fbxl4	269514
Canis lupus familiaris	FBXL4	481932
Mus musculus	Fbxl5	242960
Homo sapiens	FBXL5	26234
Canis lupus familiaris	FBXL5	479085
Homo sapiens	FBXL6	26233
Mus musculus	Fbxl6	30840
Canis lupus familiaris	FBXL6	482094
Homo sapiens	FBXL7	23194
Mus musculus	Fbxl7	448987
Canis lupus familiaris	FBXL7	489262
Mus musculus	Fbxl8	50788
Homo sapiens	FBXL8	55336
Canis lupus familiaris	FBXL8	611261
Canis lupus familiaris	FBXO10	119873946
Homo sapiens	FBXO10	26267
Mus musculus	Fbxo10	269529
Mus musculus	Fbxo11	225055
Canis lupus familiaris	FBXO11	481363
Homo sapiens	FBXO11	80204
Canis lupus familiaris	FBXO15	100685224
Homo sapiens	FBXO15	201456
Mus musculus	Fbxo15	50764
Homo sapiens	FBXO16	157574
Mus musculus	Fbxo16	50759
Canis lupus familiaris	FBXO16	608213
Homo sapiens	FBXO17	115290
Canis lupus familiaris	FBXO17	484516
Mus musculus	Fbxo17	50760
Homo sapiens	FBXO21	23014
Mus musculus	Fbxo21	231670
Canis lupus familiaris	FBXO21	486290
Homo sapiens	FBXO22	26263
Canis lupus familiaris	FBXO22	487672
Mus musculus	Fbxo22	71999
Mus musculus	Fbxo2	230904
Homo sapiens	FBXO2	26232
Canis lupus familiaris	FBXO2	478231
Homo sapiens	FBXO24	26261
Canis lupus familiaris	FBXO24	608428
Mus musculus	Fbxo24	71176
Homo sapiens	FBXO25	26260
Canis lupus familiaris	FBXO25	608099
Mus musculus	Fbxo25	66822
Homo sapiens	FBXO27	126433
Mus musculus	Fbxo27	233040
Canis lupus familiaris	FBXO27	484515
Homo sapiens	FBXO28	23219
Canis lupus familiaris	FBXO28	612012
Mus musculus	Fbxo28	67948
Canis lupus familiaris	FBXO30	484023
Mus musculus	Fbxo30	71865
Homo sapiens	FBXO30	84085
Canis lupus familiaris	FBXO31	479620
Mus musculus	Fbxo31	76454
Homo sapiens	FBXO31	79791
Homo sapiens	FBXO32	114907
Canis lupus familiaris	FBXO32	475091
Mus musculus	Fbxo32	67731
Homo sapiens	FBXO3	26273
Canis lupus familiaris	FBXO3	475944
Mus musculus	Fbxo3	57443
Homo sapiens	FBXO33	254170
Canis lupus familiaris	FBXO33	490663
Mus musculus	Fbxo33	70611
Canis lupus familiaris	FBXO34	490703
Homo sapiens	FBXO34	55030
Mus musculus	Fbxo34	78938
Canis lupus familiaris	FBXO36	100686210
Homo sapiens	FBXO36	130888
Mus musculus	Fbxo36	66153
Mus musculus	Fbxo38	107035
Canis lupus familiaris	FBXO38	489199
Homo sapiens	FBXO38	81545
Canis lupus familiaris	FBXO39	119871833
Homo sapiens	FBXO39	162517
Mus musculus	Fbxo39	628100
Mus musculus	Fbxo40	207215
Canis lupus familiaris	FBXO40	488004
Homo sapiens	FBXO40	51725
Homo sapiens	FBXO41	150726
Mus musculus	Fbxo41	330369
Canis lupus familiaris	FBXO41	483113
Mus musculus	Fbxo42	213499
Canis lupus familiaris	FBXO42	478219
Homo sapiens	FBXO42	54455
Canis lupus familiaris	FBXO4	100856557
Mus musculus	Fbxo4	106052
Homo sapiens	FBXO4	26272
Homo sapiens	FBXO43	286151
Canis lupus familiaris	FBXO43	481982
Mus musculus	Fbxo43	78803
Mus musculus	Fbxo44	230903
Homo sapiens	FBXO44	93611
Homo sapiens	FBXO45	200933
Mus musculus	Fbxo45	268882
Canis lupus familiaris	FBXO45	488031
Homo sapiens	FBXO46	23403
Mus musculus	Fbxo46	243867
Canis lupus familiaris	FBXO46	612248
Canis lupus familiaris	FBXO47	100683516
Homo sapiens	FBXO47	494188
Mus musculus	Fbxo47	72973
Canis lupus familiaris	FBXO48	100684024
Mus musculus	Fbxo48	319701
Homo sapiens	FBXO48	554251
Homo sapiens	FBXO5	26271
Canis lupus familiaris	FBXO5	612020
Mus musculus	Fbxo5	67141
Homo sapiens	FBXO6	26270
Canis lupus familiaris	FBXO6	487444
Homo sapiens	FBXO7	25793
Canis lupus familiaris	FBXO7	474522
Mus musculus	Fbxo7	69754
Homo sapiens	FBXO8	26269
Canis lupus familiaris	FBXO8	477359
Mus musculus	Fbxo8	50753
Homo sapiens	FBXO9	26268
Canis lupus familiaris	FBXO9	474940
Mus musculus	Fbxo9	71538
Homo sapiens	FBXW10	10517
Mus musculus	Fbxw11	103583
Homo sapiens	FBXW11	23291
